Sample,Family ID,Population,Population Description
NA12489,1353,CEU,Utah residents with Northern and Western European ancestry
NA12546,1353,CEU,Utah residents with Northern and Western European ancestry
NA12707,1358,CEU,Utah residents with Northern and Western European ancestry
NA12708,1358,CEU,Utah residents with Northern and Western European ancestry
NA12716,1358,CEU,Utah residents with Northern and Western European ancestry
NA12717,1358,CEU,Utah residents with Northern and Western European ancestry
NA12718,1358,CEU,Utah residents with Northern and Western European ancestry
NA12739,1444,CEU,Utah residents with Northern and Western European ancestry
NA12740,1444,CEU,Utah residents with Northern and Western European ancestry
NA12748,1444,CEU,Utah residents with Northern and Western European ancestry
NA12749,1444,CEU,Utah residents with Northern and Western European ancestry
NA12750,1444,CEU,Utah residents with Northern and Western European ancestry
NA12751,1444,CEU,Utah residents with Northern and Western European ancestry
NA12752,1447,CEU,Utah residents with Northern and Western European ancestry
NA12753,1447,CEU,Utah residents with Northern and Western European ancestry
NA12760,1447,CEU,Utah residents with Northern and Western European ancestry
NA12761,1447,CEU,Utah residents with Northern and Western European ancestry
NA12762,1447,CEU,Utah residents with Northern and Western European ancestry
NA12763,1447,CEU,Utah residents with Northern and Western European ancestry
NA12766,1451,CEU,Utah residents with Northern and Western European ancestry
NA12767,1451,CEU,Utah residents with Northern and Western European ancestry
NA12775,1451,CEU,Utah residents with Northern and Western European ancestry
NA12776,1451,CEU,Utah residents with Northern and Western European ancestry
NA12777,1451,CEU,Utah residents with Northern and Western European ancestry
NA12778,1451,CEU,Utah residents with Northern and Western European ancestry
NA12801,1454,CEU,Utah residents with Northern and Western European ancestry
NA12802,1454,CEU,Utah residents with Northern and Western European ancestry
NA12812,1454,CEU,Utah residents with Northern and Western European ancestry
NA12813,1454,CEU,Utah residents with Northern and Western European ancestry
NA12814,1454,CEU,Utah residents with Northern and Western European ancestry
NA12815,1454,CEU,Utah residents with Northern and Western European ancestry
NA12817,1456,CEU,Utah residents with Northern and Western European ancestry
NA12818,1456,CEU,Utah residents with Northern and Western European ancestry
NA12827,1456,CEU,Utah residents with Northern and Western European ancestry
NA12828,1456,CEU,Utah residents with Northern and Western European ancestry
NA12829,1456,CEU,Utah residents with Northern and Western European ancestry
NA12830,1456,CEU,Utah residents with Northern and Western European ancestry
NA12832,1458,CEU,Utah residents with Northern and Western European ancestry
NA12842,1458,CEU,Utah residents with Northern and Western European ancestry
NA12843,1458,CEU,Utah residents with Northern and Western European ancestry
NA12864,1459,CEU,Utah residents with Northern and Western European ancestry
NA12865,1459,CEU,Utah residents with Northern and Western European ancestry
NA12872,1459,CEU,Utah residents with Northern and Western European ancestry
NA12873,1459,CEU,Utah residents with Northern and Western European ancestry
NA12874,1459,CEU,Utah residents with Northern and Western European ancestry
NA12875,1459,CEU,Utah residents with Northern and Western European ancestry
NA12877,1463,CEU,Utah residents with Northern and Western European ancestry
NA12878,1463,CEU,Utah residents with Northern and Western European ancestry
NA12889,1463,CEU,Utah residents with Northern and Western European ancestry
NA12890,1463,CEU,Utah residents with Northern and Western European ancestry
NA12891,1463,CEU,Utah residents with Northern and Western European ancestry
NA12892,1463,CEU,Utah residents with Northern and Western European ancestry
NA18484,Y001,YRI,"Yoruba in Ibadan, Nigeria"
NA18485,Y002,YRI,"Yoruba in Ibadan, Nigeria"
NA18486,Y001,YRI,"Yoruba in Ibadan, Nigeria"
NA18487,Y002,YRI,"Yoruba in Ibadan, Nigeria"
NA18488,Y001,YRI,"Yoruba in Ibadan, Nigeria"
NA18489,Y002,YRI,"Yoruba in Ibadan, Nigeria"
NA18497,Y003,YRI,"Yoruba in Ibadan, Nigeria"
NA18498,Y003,YRI,"Yoruba in Ibadan, Nigeria"
NA18499,Y003,YRI,"Yoruba in Ibadan, Nigeria"
NA18500,Y004,YRI,"Yoruba in Ibadan, Nigeria"
NA18501,Y004,YRI,"Yoruba in Ibadan, Nigeria"
NA18502,Y004,YRI,"Yoruba in Ibadan, Nigeria"
NA18503,Y005,YRI,"Yoruba in Ibadan, Nigeria"
NA18504,Y005,YRI,"Yoruba in Ibadan, Nigeria"
NA18505,Y005,YRI,"Yoruba in Ibadan, Nigeria"
NA18506,Y009,YRI,"Yoruba in Ibadan, Nigeria"
NA18507,Y009,YRI,"Yoruba in Ibadan, Nigeria"
NA18508,Y009,YRI,"Yoruba in Ibadan, Nigeria"
NA18509,Y010,YRI,"Yoruba in Ibadan, Nigeria"
NA18510,Y010a,YRI,"Yoruba in Ibadan, Nigeria"
NA18511,Y010,YRI,"Yoruba in Ibadan, Nigeria"
NA18515,Y013,YRI,"Yoruba in Ibadan, Nigeria"
NA18516,Y013,YRI,"Yoruba in Ibadan, Nigeria"
NA18517,Y013,YRI,"Yoruba in Ibadan, Nigeria"
NA18518,Y014,YRI,"Yoruba in Ibadan, Nigeria"
NA18519,Y014,YRI,"Yoruba in Ibadan, Nigeria"
NA18520,Y014,YRI,"Yoruba in Ibadan, Nigeria"
NA18521,Y016,YRI,"Yoruba in Ibadan, Nigeria"
NA18522,Y016,YRI,"Yoruba in Ibadan, Nigeria"
NA18523,Y016,YRI,"Yoruba in Ibadan, Nigeria"
NA18525,NA18525,CHB,"Han Chinese in Bejing, China"
NA18526,NA18526,CHB,"Han Chinese in Bejing, China"
NA18527,NA18527,CHB,"Han Chinese in Bejing, China"
NA18528,NA18528,CHB,"Han Chinese in Bejing, China"
NA18530,NA18530,CHB,"Han Chinese in Bejing, China"
NA18531,NA18531,CHB,"Han Chinese in Bejing, China"
NA18532,NA18532,CHB,"Han Chinese in Bejing, China"
NA18533,NA18533,CHB,"Han Chinese in Bejing, China"
NA18534,NA18534,CHB,"Han Chinese in Bejing, China"
NA18535,NA18535,CHB,"Han Chinese in Bejing, China"
NA18536,NA18536,CHB,"Han Chinese in Bejing, China"
NA18537,NA18537,CHB,"Han Chinese in Bejing, China"
NA18538,NA18538,CHB,"Han Chinese in Bejing, China"
NA18539,NA18539,CHB,"Han Chinese in Bejing, China"
NA18541,NA18541,CHB,"Han Chinese in Bejing, China"
NA18542,NA18542,CHB,"Han Chinese in Bejing, China"
NA18543,NA18543,CHB,"Han Chinese in Bejing, China"
NA18544,NA18544,CHB,"Han Chinese in Bejing, China"
NA18545,NA18545,CHB,"Han Chinese in Bejing, China"
NA18546,NA18546,CHB,"Han Chinese in Bejing, China"
NA18547,NA18547,CHB,"Han Chinese in Bejing, China"
NA18548,NA18548,CHB,"Han Chinese in Bejing, China"
NA18549,NA18549,CHB,"Han Chinese in Bejing, China"
NA18550,NA18550,CHB,"Han Chinese in Bejing, China"
NA18552,NA18552,CHB,"Han Chinese in Bejing, China"
NA18553,NA18553,CHB,"Han Chinese in Bejing, China"
NA18555,NA18555,CHB,"Han Chinese in Bejing, China"
NA18557,NA18557,CHB,"Han Chinese in Bejing, China"
NA18558,NA18558,CHB,"Han Chinese in Bejing, China"
NA18559,NA18559,CHB,"Han Chinese in Bejing, China"
NA18560,NA18560,CHB,"Han Chinese in Bejing, China"
NA18561,NA18561,CHB,"Han Chinese in Bejing, China"
NA18562,NA18562,CHB,"Han Chinese in Bejing, China"
NA18563,NA18563,CHB,"Han Chinese in Bejing, China"
NA18564,NA18564,CHB,"Han Chinese in Bejing, China"
NA18565,NA18565,CHB,"Han Chinese in Bejing, China"
NA18566,NA18566,CHB,"Han Chinese in Bejing, China"
NA18567,NA18567,CHB,"Han Chinese in Bejing, China"
NA18570,NA18570,CHB,"Han Chinese in Bejing, China"
NA18571,NA18571,CHB,"Han Chinese in Bejing, China"
NA18572,NA18572,CHB,"Han Chinese in Bejing, China"
NA18573,NA18573,CHB,"Han Chinese in Bejing, China"
NA18574,NA18574,CHB,"Han Chinese in Bejing, China"
NA18576,NA18576,CHB,"Han Chinese in Bejing, China"
NA18577,NA18577,CHB,"Han Chinese in Bejing, China"
NA18579,NA18579,CHB,"Han Chinese in Bejing, China"
NA18582,NA18582,CHB,"Han Chinese in Bejing, China"
NA18591,NA18591,CHB,"Han Chinese in Bejing, China"
NA18592,NA18592,CHB,"Han Chinese in Bejing, China"
NA18593,NA18593,CHB,"Han Chinese in Bejing, China"
NA18595,NA18595,CHB,"Han Chinese in Bejing, China"
NA18596,NA18596,CHB,"Han Chinese in Bejing, China"
NA18597,NA18597,CHB,"Han Chinese in Bejing, China"
NA18599,NA18599,CHB,"Han Chinese in Bejing, China"
NA18602,NA18602,CHB,"Han Chinese in Bejing, China"
NA18603,NA18603,CHB,"Han Chinese in Bejing, China"
NA18605,NA18605,CHB,"Han Chinese in Bejing, China"
NA18606,NA18606,CHB,"Han Chinese in Bejing, China"
NA18608,NA18608,CHB,"Han Chinese in Bejing, China"
NA18609,NA18609,CHB,"Han Chinese in Bejing, China"
NA18610,NA18610,CHB,"Han Chinese in Bejing, China"
NA18611,NA18611,CHB,"Han Chinese in Bejing, China"
NA18612,NA18612,CHB,"Han Chinese in Bejing, China"
NA18613,NA18613,CHB,"Han Chinese in Bejing, China"
NA18614,NA18614,CHB,"Han Chinese in Bejing, China"
NA18615,NA18615,CHB,"Han Chinese in Bejing, China"
NA18616,NA18616,CHB,"Han Chinese in Bejing, China"
NA18617,NA18617,CHB,"Han Chinese in Bejing, China"
NA18618,NA18618,CHB,"Han Chinese in Bejing, China"
NA18619,NA18619,CHB,"Han Chinese in Bejing, China"
NA18620,NA18620,CHB,"Han Chinese in Bejing, China"
NA18621,NA18621,CHB,"Han Chinese in Bejing, China"
NA18622,NA18622,CHB,"Han Chinese in Bejing, China"
NA18623,NA18623,CHB,"Han Chinese in Bejing, China"
NA18624,NA18624,CHB,"Han Chinese in Bejing, China"
NA18625,NA18625,CHB,"Han Chinese in Bejing, China"
NA18626,NA18626,CHB,"Han Chinese in Bejing, China"
NA18627,NA18627,CHB,"Han Chinese in Bejing, China"
NA18628,NA18628,CHB,"Han Chinese in Bejing, China"
NA18629,NA18629,CHB,"Han Chinese in Bejing, China"
NA18630,NA18630,CHB,"Han Chinese in Bejing, China"
NA18631,NA18631,CHB,"Han Chinese in Bejing, China"
NA18632,NA18632,CHB,"Han Chinese in Bejing, China"
NA18633,NA18633,CHB,"Han Chinese in Bejing, China"
NA18634,NA18634,CHB,"Han Chinese in Bejing, China"
NA18635,NA18635,CHB,"Han Chinese in Bejing, China"
NA18636,NA18636,CHB,"Han Chinese in Bejing, China"
NA18637,NA18637,CHB,"Han Chinese in Bejing, China"
NA18638,NA18638,CHB,"Han Chinese in Bejing, China"
NA18639,NA18639,CHB,"Han Chinese in Bejing, China"
NA18640,NA18640,CHB,"Han Chinese in Bejing, China"
NA18641,NA18641,CHB,"Han Chinese in Bejing, China"
NA18642,NA18642,CHB,"Han Chinese in Bejing, China"
NA18643,NA18643,CHB,"Han Chinese in Bejing, China"
NA18644,NA18644,CHB,"Han Chinese in Bejing, China"
NA18645,NA18645,CHB,"Han Chinese in Bejing, China"
NA18646,NA18646,CHB,"Han Chinese in Bejing, China"
NA18647,NA18647,CHB,"Han Chinese in Bejing, China"
NA18648,NA18648,CHB,"Han Chinese in Bejing, China"
NA18740,NA18740,CHB,"Han Chinese in Bejing, China"
NA18745,NA18745,CHB,"Han Chinese in Bejing, China"
NA18747,NA18747,CHB,"Han Chinese in Bejing, China"
NA18748,NA18748,CHB,"Han Chinese in Bejing, China"
NA18749,NA18749,CHB,"Han Chinese in Bejing, China"
NA18757,NA18757,CHB,"Han Chinese in Bejing, China"
NA18791,NA18791,CHB,"Han Chinese in Bejing, China"
NA18794,NA18794,CHB,"Han Chinese in Bejing, China"
NA18795,NA18795,CHB,"Han Chinese in Bejing, China"
NA18852,Y018,YRI,"Yoruba in Ibadan, Nigeria"
NA18853,Y018,YRI,"Yoruba in Ibadan, Nigeria"
NA18854,Y018,YRI,"Yoruba in Ibadan, Nigeria"
NA18855,Y023,YRI,"Yoruba in Ibadan, Nigeria"
NA18856,Y023,YRI,"Yoruba in Ibadan, Nigeria"
NA18857,Y023,YRI,"Yoruba in Ibadan, Nigeria"
NA18858,Y012,YRI,"Yoruba in Ibadan, Nigeria"
NA18859,Y012,YRI,"Yoruba in Ibadan, Nigeria"
NA18860,Y012,YRI,"Yoruba in Ibadan, Nigeria"
NA18861,Y024,YRI,"Yoruba in Ibadan, Nigeria"
NA18862,Y024,YRI,"Yoruba in Ibadan, Nigeria"
NA18863,Y024,YRI,"Yoruba in Ibadan, Nigeria"
NA18864,Y026,YRI,"Yoruba in Ibadan, Nigeria"
NA18865,Y026,YRI,"Yoruba in Ibadan, Nigeria"
NA18867,Y007,YRI,"Yoruba in Ibadan, Nigeria"
NA18868,Y007,YRI,"Yoruba in Ibadan, Nigeria"
NA18869,Y007,YRI,"Yoruba in Ibadan, Nigeria"
NA18870,Y017,YRI,"Yoruba in Ibadan, Nigeria"
NA18871,Y017,YRI,"Yoruba in Ibadan, Nigeria"
NA18872,Y017,YRI,"Yoruba in Ibadan, Nigeria"
NA18873,Y019,YRI,"Yoruba in Ibadan, Nigeria"
NA18874,Y019,YRI,"Yoruba in Ibadan, Nigeria"
NA18875,Y019,YRI,"Yoruba in Ibadan, Nigeria"
NA18876,Y020,YRI,"Yoruba in Ibadan, Nigeria"
NA18877,Y020,YRI,"Yoruba in Ibadan, Nigeria"
NA18878,Y021,YRI,"Yoruba in Ibadan, Nigeria"
NA18879,Y021,YRI,"Yoruba in Ibadan, Nigeria"
NA18881,Y022,YRI,"Yoruba in Ibadan, Nigeria"
NA18906,Y020,YRI,"Yoruba in Ibadan, Nigeria"
NA18907,Y025,YRI,"Yoruba in Ibadan, Nigeria"
NA18908,Y025a,YRI,"Yoruba in Ibadan, Nigeria"
NA18909,Y027,YRI,"Yoruba in Ibadan, Nigeria"
NA18910,Y027,YRI,"Yoruba in Ibadan, Nigeria"
NA18911,Y027,YRI,"Yoruba in Ibadan, Nigeria"
NA18912,Y028,YRI,"Yoruba in Ibadan, Nigeria"
NA18913,Y028,YRI,"Yoruba in Ibadan, Nigeria"
NA18914,Y028,YRI,"Yoruba in Ibadan, Nigeria"
NA18915,Y029,YRI,"Yoruba in Ibadan, Nigeria"
NA18916,Y030,YRI,"Yoruba in Ibadan, Nigeria"
NA18917,Y030,YRI,"Yoruba in Ibadan, Nigeria"
NA18923,Y033,YRI,"Yoruba in Ibadan, Nigeria"
NA18924,Y033,YRI,"Yoruba in Ibadan, Nigeria"
NA18925,Y033,YRI,"Yoruba in Ibadan, Nigeria"
NA18930,Y030,YRI,"Yoruba in Ibadan, Nigeria"
NA18933,Y036,YRI,"Yoruba in Ibadan, Nigeria"
NA18934,Y036,YRI,"Yoruba in Ibadan, Nigeria"
NA18935,Y036,YRI,"Yoruba in Ibadan, Nigeria"
NA18939,NA18939,JPT,"Japanese in Tokyo, Japan"
NA18940,NA18940,JPT,"Japanese in Tokyo, Japan"
NA18941,NA18941,JPT,"Japanese in Tokyo, Japan"
NA18942,NA18942,JPT,"Japanese in Tokyo, Japan"
NA18943,NA18943,JPT,"Japanese in Tokyo, Japan"
NA18944,NA18944,JPT,"Japanese in Tokyo, Japan"
NA18945,NA18945,JPT,"Japanese in Tokyo, Japan"
NA18946,NA18946,JPT,"Japanese in Tokyo, Japan"
NA18947,NA18947,JPT,"Japanese in Tokyo, Japan"
NA18948,NA18948,JPT,"Japanese in Tokyo, Japan"
NA18949,NA18949,JPT,"Japanese in Tokyo, Japan"
NA18950,NA18950,JPT,"Japanese in Tokyo, Japan"
NA18951,NA18951,JPT,"Japanese in Tokyo, Japan"
NA18952,NA18952,JPT,"Japanese in Tokyo, Japan"
NA18953,NA18953,JPT,"Japanese in Tokyo, Japan"
NA18954,NA18954,JPT,"Japanese in Tokyo, Japan"
NA18955,NA18955,JPT,"Japanese in Tokyo, Japan"
NA18956,NA18956,JPT,"Japanese in Tokyo, Japan"
NA18957,NA18957,JPT,"Japanese in Tokyo, Japan"
NA18959,NA18959,JPT,"Japanese in Tokyo, Japan"
NA18960,NA18960,JPT,"Japanese in Tokyo, Japan"
NA18961,NA18961,JPT,"Japanese in Tokyo, Japan"
NA18962,NA18962,JPT,"Japanese in Tokyo, Japan"
NA18963,NA18963,JPT,"Japanese in Tokyo, Japan"
NA18964,NA18964,JPT,"Japanese in Tokyo, Japan"
NA18965,NA18965,JPT,"Japanese in Tokyo, Japan"
NA18966,NA18966,JPT,"Japanese in Tokyo, Japan"
NA18967,NA18967,JPT,"Japanese in Tokyo, Japan"
NA18968,NA18968,JPT,"Japanese in Tokyo, Japan"
NA18969,NA18969,JPT,"Japanese in Tokyo, Japan"
NA18970,NA18970,JPT,"Japanese in Tokyo, Japan"
NA18971,NA18971,JPT,"Japanese in Tokyo, Japan"
NA18972,NA18972,JPT,"Japanese in Tokyo, Japan"
NA18973,NA18973,JPT,"Japanese in Tokyo, Japan"
NA18974,NA18974,JPT,"Japanese in Tokyo, Japan"
NA18975,NA18975,JPT,"Japanese in Tokyo, Japan"
NA18976,NA18976,JPT,"Japanese in Tokyo, Japan"
NA18977,NA18977,JPT,"Japanese in Tokyo, Japan"
NA18978,NA18978,JPT,"Japanese in Tokyo, Japan"
NA18979,NA18979,JPT,"Japanese in Tokyo, Japan"
NA18980,NA18980,JPT,"Japanese in Tokyo, Japan"
NA18981,NA18981,JPT,"Japanese in Tokyo, Japan"
NA18982,NA18982,JPT,"Japanese in Tokyo, Japan"
NA18983,NA18983,JPT,"Japanese in Tokyo, Japan"
NA18984,NA18984,JPT,"Japanese in Tokyo, Japan"
NA18985,NA18985,JPT,"Japanese in Tokyo, Japan"
NA18986,NA18986,JPT,"Japanese in Tokyo, Japan"
NA18987,NA18987,JPT,"Japanese in Tokyo, Japan"
NA18988,NA18988,JPT,"Japanese in Tokyo, Japan"
NA18989,NA18989,JPT,"Japanese in Tokyo, Japan"
NA18990,NA18990,JPT,"Japanese in Tokyo, Japan"
NA18991,NA18991,JPT,"Japanese in Tokyo, Japan"
NA18992,NA18992,JPT,"Japanese in Tokyo, Japan"
NA18993,NA18993,JPT,"Japanese in Tokyo, Japan"
NA18994,NA18994,JPT,"Japanese in Tokyo, Japan"
NA18995,NA18995,JPT,"Japanese in Tokyo, Japan"
NA18997,NA18997,JPT,"Japanese in Tokyo, Japan"
NA18998,NA18998,JPT,"Japanese in Tokyo, Japan"
NA18999,NA18999,JPT,"Japanese in Tokyo, Japan"
NA19000,NA19000,JPT,"Japanese in Tokyo, Japan"
NA19001,NA19001,JPT,"Japanese in Tokyo, Japan"
NA19002,NA19002,JPT,"Japanese in Tokyo, Japan"
NA19003,NA19003,JPT,"Japanese in Tokyo, Japan"
NA19004,NA19004,JPT,"Japanese in Tokyo, Japan"
NA19005,NA19005,JPT,"Japanese in Tokyo, Japan"
NA19006,NA19006,JPT,"Japanese in Tokyo, Japan"
NA19007,NA19007,JPT,"Japanese in Tokyo, Japan"
NA19009,NA19009,JPT,"Japanese in Tokyo, Japan"
NA19010,NA19010,JPT,"Japanese in Tokyo, Japan"
NA19011,NA19011,JPT,"Japanese in Tokyo, Japan"
NA19012,NA19012,JPT,"Japanese in Tokyo, Japan"
NA19017,NA19017,LWK,"Luhya in Webuye, Kenya"
NA19019,NA19019,LWK,"Luhya in Webuye, Kenya"
NA19020,NA19020,LWK,"Luhya in Webuye, Kenya"
NA19023,NA19023,LWK,"Luhya in Webuye, Kenya"
NA19024,NA19024,LWK,"Luhya in Webuye, Kenya"
NA19025,NA19025,LWK,"Luhya in Webuye, Kenya"
NA19026,NA19026,LWK,"Luhya in Webuye, Kenya"
NA19027,NA19027,LWK,"Luhya in Webuye, Kenya"
NA19028,NA19028,LWK,"Luhya in Webuye, Kenya"
NA19030,NA19030,LWK,"Luhya in Webuye, Kenya"
NA19031,NA19031,LWK,"Luhya in Webuye, Kenya"
NA19035,NA19035,LWK,"Luhya in Webuye, Kenya"
NA19036,NA19036,LWK,"Luhya in Webuye, Kenya"
NA19037,NA19037,LWK,"Luhya in Webuye, Kenya"
NA19038,NA19038,LWK,"Luhya in Webuye, Kenya"
NA19041,NA19041,LWK,"Luhya in Webuye, Kenya"
NA19042,NA19042,LWK,"Luhya in Webuye, Kenya"
NA19043,NA19043,LWK,"Luhya in Webuye, Kenya"
NA19044,NA19044,LWK,"Luhya in Webuye, Kenya"
NA19046,NA19046,LWK,"Luhya in Webuye, Kenya"
NA19054,NA19054,JPT,"Japanese in Tokyo, Japan"
NA19055,NA19055,JPT,"Japanese in Tokyo, Japan"
NA19056,NA19056,JPT,"Japanese in Tokyo, Japan"
NA19057,NA19057,JPT,"Japanese in Tokyo, Japan"
NA19058,NA19058,JPT,"Japanese in Tokyo, Japan"
NA19059,NA19059,JPT,"Japanese in Tokyo, Japan"
NA19060,NA19060,JPT,"Japanese in Tokyo, Japan"
NA19062,NA19062,JPT,"Japanese in Tokyo, Japan"
NA19063,NA19063,JPT,"Japanese in Tokyo, Japan"
NA19064,NA19064,JPT,"Japanese in Tokyo, Japan"
NA19065,NA19065,JPT,"Japanese in Tokyo, Japan"
NA19066,NA19066,JPT,"Japanese in Tokyo, Japan"
NA19067,NA19067,JPT,"Japanese in Tokyo, Japan"
NA19068,NA19068,JPT,"Japanese in Tokyo, Japan"
NA19070,NA19070,JPT,"Japanese in Tokyo, Japan"
NA19072,NA19072,JPT,"Japanese in Tokyo, Japan"
NA19074,NA19074,JPT,"Japanese in Tokyo, Japan"
NA19075,NA19075,JPT,"Japanese in Tokyo, Japan"
NA19076,NA19076,JPT,"Japanese in Tokyo, Japan"
NA19077,NA19077,JPT,"Japanese in Tokyo, Japan"
NA19078,NA19078,JPT,"Japanese in Tokyo, Japan"
NA19079,NA19079,JPT,"Japanese in Tokyo, Japan"
NA19080,NA19080,JPT,"Japanese in Tokyo, Japan"
NA19081,NA19081,JPT,"Japanese in Tokyo, Japan"
NA19082,NA19082,JPT,"Japanese in Tokyo, Japan"
NA19083,NA19083,JPT,"Japanese in Tokyo, Japan"
NA19084,NA19084,JPT,"Japanese in Tokyo, Japan"
NA19085,NA19085,JPT,"Japanese in Tokyo, Japan"
NA19086,NA19086,JPT,"Japanese in Tokyo, Japan"
NA19087,NA19087,JPT,"Japanese in Tokyo, Japan"
NA19088,NA19088,JPT,"Japanese in Tokyo, Japan"
NA19089,NA19089,JPT,"Japanese in Tokyo, Japan"
NA19090,NA19090,JPT,"Japanese in Tokyo, Japan"
NA19091,NA19091,JPT,"Japanese in Tokyo, Japan"
NA19092,Y040,YRI,"Yoruba in Ibadan, Nigeria"
NA19093,Y040,YRI,"Yoruba in Ibadan, Nigeria"
NA19094,Y040,YRI,"Yoruba in Ibadan, Nigeria"
NA19095,Y041,YRI,"Yoruba in Ibadan, Nigeria"
NA19096,Y041,YRI,"Yoruba in Ibadan, Nigeria"
NA19097,Y041,YRI,"Yoruba in Ibadan, Nigeria"
NA19098,Y105,YRI,"Yoruba in Ibadan, Nigeria"
NA19099,Y105,YRI,"Yoruba in Ibadan, Nigeria"
NA19100,Y105,YRI,"Yoruba in Ibadan, Nigeria"
NA19101,Y042,YRI,"Yoruba in Ibadan, Nigeria"
NA19102,Y042,YRI,"Yoruba in Ibadan, Nigeria"
NA19103,Y042,YRI,"Yoruba in Ibadan, Nigeria"
NA19104,Y080,YRI,"Yoruba in Ibadan, Nigeria"
NA19105,Y080,YRI,"Yoruba in Ibadan, Nigeria"
NA19107,Y006,YRI,"Yoruba in Ibadan, Nigeria"
NA19108,Y006,YRI,"Yoruba in Ibadan, Nigeria"
NA19109,Y006,YRI,"Yoruba in Ibadan, Nigeria"
NA19113,Y079,YRI,"Yoruba in Ibadan, Nigeria"
NA19114,Y079,YRI,"Yoruba in Ibadan, Nigeria"
NA19115,Y079,YRI,"Yoruba in Ibadan, Nigeria"
NA19116,Y060,YRI,"Yoruba in Ibadan, Nigeria"
NA19117,Y100,YRI,"Yoruba in Ibadan, Nigeria"
NA19118,Y100,YRI,"Yoruba in Ibadan, Nigeria"
NA19119,Y060,YRI,"Yoruba in Ibadan, Nigeria"
NA19120,Y060,YRI,"Yoruba in Ibadan, Nigeria"
NA19121,Y061,YRI,"Yoruba in Ibadan, Nigeria"
NA19122,Y061,YRI,"Yoruba in Ibadan, Nigeria"
NA19123,Y061,YRI,"Yoruba in Ibadan, Nigeria"
NA19127,Y077,YRI,"Yoruba in Ibadan, Nigeria"
NA19128,Y077,YRI,"Yoruba in Ibadan, Nigeria"
NA19129,Y077,YRI,"Yoruba in Ibadan, Nigeria"
NA19130,Y101,YRI,"Yoruba in Ibadan, Nigeria"
NA19131,Y101,YRI,"Yoruba in Ibadan, Nigeria"
NA19132,Y101,YRI,"Yoruba in Ibadan, Nigeria"
NA19137,Y043,YRI,"Yoruba in Ibadan, Nigeria"
NA19138,Y043,YRI,"Yoruba in Ibadan, Nigeria"
NA19139,Y043,YRI,"Yoruba in Ibadan, Nigeria"
NA19140,Y071,YRI,"Yoruba in Ibadan, Nigeria"
NA19141,Y071,YRI,"Yoruba in Ibadan, Nigeria"
NA19142,Y071,YRI,"Yoruba in Ibadan, Nigeria"
NA19143,Y074,YRI,"Yoruba in Ibadan, Nigeria"
NA19144,Y074,YRI,"Yoruba in Ibadan, Nigeria"
NA19145,Y074,YRI,"Yoruba in Ibadan, Nigeria"
NA19146,Y075,YRI,"Yoruba in Ibadan, Nigeria"
NA19147,Y075,YRI,"Yoruba in Ibadan, Nigeria"
NA19148,Y075,YRI,"Yoruba in Ibadan, Nigeria"
NA19149,Y073,YRI,"Yoruba in Ibadan, Nigeria"
NA19150,Y073,YRI,"Yoruba in Ibadan, Nigeria"
NA19151,Y073,YRI,"Yoruba in Ibadan, Nigeria"
NA19152,Y072,YRI,"Yoruba in Ibadan, Nigeria"
NA19153,Y072,YRI,"Yoruba in Ibadan, Nigeria"
NA19154,Y072,YRI,"Yoruba in Ibadan, Nigeria"
NA19159,Y056,YRI,"Yoruba in Ibadan, Nigeria"
NA19160,Y056,YRI,"Yoruba in Ibadan, Nigeria"
NA19161,Y056,YRI,"Yoruba in Ibadan, Nigeria"
NA19166,Y049,YRI,"Yoruba in Ibadan, Nigeria"
NA19171,Y047,YRI,"Yoruba in Ibadan, Nigeria"
NA19172,Y047,YRI,"Yoruba in Ibadan, Nigeria"
NA19173,Y047,YRI,"Yoruba in Ibadan, Nigeria"
NA19174,Y100,YRI,"Yoruba in Ibadan, Nigeria"
NA19175,Y044,YRI,"Yoruba in Ibadan, Nigeria"
NA19176,Y044,YRI,"Yoruba in Ibadan, Nigeria"
NA19177,Y044,YRI,"Yoruba in Ibadan, Nigeria"
NA19184,Y039,YRI,"Yoruba in Ibadan, Nigeria"
NA19185,Y039,YRI,"Yoruba in Ibadan, Nigeria"
NA19186,Y039,YRI,"Yoruba in Ibadan, Nigeria"
NA19189,Y111,YRI,"Yoruba in Ibadan, Nigeria"
NA19190,Y111,YRI,"Yoruba in Ibadan, Nigeria"
NA19191,Y111,YRI,"Yoruba in Ibadan, Nigeria"
NA19195,Y108,YRI,"Yoruba in Ibadan, Nigeria"
NA19196,Y108,YRI,"Yoruba in Ibadan, Nigeria"
NA19197,Y035,YRI,"Yoruba in Ibadan, Nigeria"
NA19198,Y035,YRI,"Yoruba in Ibadan, Nigeria"
NA19199,Y035,YRI,"Yoruba in Ibadan, Nigeria"
NA19200,Y045,YRI,"Yoruba in Ibadan, Nigeria"
NA19201,Y045,YRI,"Yoruba in Ibadan, Nigeria"
NA19202,Y045,YRI,"Yoruba in Ibadan, Nigeria"
NA19203,Y048,YRI,"Yoruba in Ibadan, Nigeria"
NA19204,Y048,YRI,"Yoruba in Ibadan, Nigeria"
NA19205,Y048,YRI,"Yoruba in Ibadan, Nigeria"
NA19206,Y051,YRI,"Yoruba in Ibadan, Nigeria"
NA19207,Y051,YRI,"Yoruba in Ibadan, Nigeria"
NA19208,Y051,YRI,"Yoruba in Ibadan, Nigeria"
